Account length,Customer service calls,International plan,Number vmail messages,Total day calls,Total day charge,Total day minutes,Total eve calls,Total eve charge,Total eve minutes,Total intl calls,Total intl charge,Total intl minutes,Total night calls,Total night charge,Total night minutes,Voice mail plan,Changed
15,2,Yes,0,80,24.04,141.4,76,10.53,123.9,3,2.19,8.1,88,14.56,323.5,No,False
112,1,No,0,94,13.87,81.6,112,22.79,268.1,18,2.32,8.6,75,6.34,140.8,No,False
112,3,No,0,122,35.05,206.2,94,13.98,164.5,7,3.4,12.6,101,6.31,140.3,No,False
68,0,No,0,93,16.0,94.1,80,12.55,147.6,2,2.73,10.1,85,9.61,213.5,No,False
78,0,No,0,88,27.81,163.6,93,24.09,283.4,9,2.32,8.6,108,11.79,262.1,No,False
123,5,No,0,87,41.17,242.2,101,19.22,226.1,3,2.21,8.2,121,12.09,268.6,No,True
138,0,No,37,102,12.89,75.8,147,14.76,173.6,13,2.21,8.2,96,7.32,162.6,Yes,False
63,1,No,25,137,32.3,190.0,76,9.91,116.6,2,3.29,12.2,110,6.37,141.5,Yes,False
134,1,No,0,111,31.25,183.8,92,10.5,123.5,2,1.65,6.1,105,7.23,160.7,No,False
159,0,No,0,68,28.46,167.4,74,12.22,143.8,3,2.78,10.3,111,6.3,140.1,No,True
120,0,No,31,83,26.1,153.5,96,18.62,219.1,4,3.08,11.4,76,10.68,237.4,Yes,False
89,2,No,12,105,31.96,188.0,107,12.86,151.3,3,2.84,10.5,132,9.09,201.9,Yes,False
113,4,No,23,104,25.33,149.0,67,20.04,235.8,5,2.57,9.5,76,9.08,201.8,Yes,False
55,2,No,0,121,33.0,194.1,110,15.01,176.6,7,1.89,7.0,136,13.63,302.8,No,False
60,1,No,0,134,23.02,135.4,85,17.5,205.9,4,2.13,7.9,103,9.18,204.0,No,False
57,1,No,37,76,34.2,201.2,122,23.81,280.1,1,3.19,11.8,110,6.94,154.2,Yes,False
163,1,No,23,104,27.2,160.0,64,16.1,189.4,7,2.81,10.4,118,10.35,229.9,Yes,False
101,2,No,33,137,37.35,219.7,94,15.88,186.8,2,2.57,9.5,113,8.3,184.5,Yes,False
37,0,No,20,81,45.0,264.7,110,18.4,216.5,7,2.81,10.4,102,9.48,210.7,Yes,False
94,1,No,0,62,33.0,194.1,54,19.31,227.2,4,4.13,15.3,115,8.57,190.4,No,False
155,1,No,30,103,10.47,61.6,110,21.68,255.1,5,3.35,12.4,96,10.17,225.9,Yes,False
90,1,No,0,158,21.32,125.4,83,22.87,269.1,7,2.97,11.0,103,10.74,238.6,No,False
58,2,No,22,127,38.1,224.1,85,20.3,238.8,7,3.11,11.5,86,7.84,174.2,Yes,False
72,1,No,0,111,23.61,138.9,102,17.99,211.6,3,2.92,10.8,91,8.08,179.5,No,False
21,1,No,0,81,41.6,244.7,117,14.28,168.0,1,1.78,6.6,87,12.67,281.5,No,False
78,0,No,0,85,32.83,193.1,105,14.63,172.1,1,2.75,10.2,119,5.83,129.6,No,False
80,3,No,0,90,8.76,51.5,98,13.94,164.0,4,2.57,9.5,80,7.62,169.4,No,False
74,2,No,0,112,50.68,298.1,100,17.11,201.3,4,2.62,9.7,88,9.66,214.7,No,True
95,0,No,0,119,32.33,190.2,70,13.35,157.1,6,3.78,14.0,120,8.17,181.5,No,False
25,1,No,0,80,45.03,264.9,66,23.9,281.2,4,2.27,8.4,80,7.47,166.1,No,True
131,1,No,0,79,33.49,197.0,114,17.09,201.0,5,3.13,11.6,111,6.8,151.2,No,False
129,2,No,34,79,34.77,204.5,113,11.29,132.8,9,4.0,14.8,117,8.55,190.1,Yes,False
91,5,No,0,165,26.25,154.4,121,14.31,168.3,4,3.16,11.7,81,10.8,239.9,No,True
91,0,No,0,115,25.33,149.0,105,20.85,245.3,3,2.24,8.3,94,11.7,260.0,No,False
12,1,No,0,118,42.43,249.6,119,21.45,252.4,3,3.19,11.8,90,12.61,280.2,No,True
70,2,No,0,111,33.76,198.6,115,18.18,213.9,6,2.86,10.6,105,7.7,171.2,No,False
136,0,No,16,105,15.37,90.4,109,17.11,201.3,4,3.54,13.1,115,10.22,227.1,Yes,False
141,0,No,0,126,31.47,185.1,98,19.81,233.0,7,2.46,9.1,106,6.85,152.2,No,False
43,0,No,0,97,30.48,179.3,126,21.48,252.7,5,2.16,8.0,114,10.24,227.5,No,False
87,1,No,0,85,39.92,234.8,91,11.98,140.9,5,2.57,9.5,93,9.19,204.3,No,False
107,1,No,32,101,22.81,134.2,145,18.01,211.9,5,2.21,8.2,138,7.54,167.6,Yes,False
166,0,No,0,95,25.86,152.1,105,10.29,121.0,5,2.65,9.8,126,8.91,198.0,No,False
91,0,No,37,107,27.59,162.3,115,19.88,233.9,4,2.48,9.2,94,12.48,277.4,Yes,False
79,2,Yes,0,134,17.6,103.5,111,27.14,319.3,4,2.27,8.4,124,10.8,239.9,No,False
29,1,No,0,122,26.76,157.4,75,12.33,145.0,2,2.51,9.3,92,12.68,281.8,No,False
110,3,No,0,106,25.81,151.8,126,11.73,138.0,8,3.02,11.2,112,10.51,233.5,No,False
141,0,No,39,127,19.87,116.9,88,23.5,276.5,2,3.32,12.3,125,13.05,289.9,Yes,False
72,2,No,0,133,24.02,141.3,96,11.47,134.9,3,3.02,11.2,97,10.24,227.5,No,False
120,3,No,0,80,30.6,180.0,82,19.06,224.2,7,1.27,4.7,91,11.94,265.4,No,False
165,1,No,0,75,25.59,150.5,93,16.41,193.1,2,2.78,10.3,93,14.02,311.6,No,False
65,1,No,0,87,19.86,116.8,93,15.21,178.9,2,3.81,14.1,150,8.21,182.4,No,False
127,1,No,22,114,28.22,166.0,103,14.83,174.5,6,2.75,10.2,68,11.02,244.9,Yes,False
88,1,No,27,106,15.88,93.4,92,21.42,252.0,1,2.94,10.9,104,8.5,189.0,Yes,False
106,2,No,0,104,19.45,114.4,101,6.66,78.3,0,0.0,0.0,78,10.47,232.7,No,False
129,2,No,0,91,33.73,198.4,106,22.5,264.7,2,2.48,9.2,101,5.01,111.4,No,False
83,0,No,38,90,18.34,107.9,94,11.93,140.4,2,2.84,10.5,79,11.41,253.6,Yes,False
82,0,No,0,102,23.02,135.4,122,20.15,237.1,4,4.73,17.5,91,5.32,118.3,No,False
116,2,No,23,78,43.01,253.0,121,11.81,138.9,3,3.19,11.8,104,12.5,277.8,Yes,False
115,2,No,0,114,30.38,178.7,96,23.04,271.0,5,4.43,16.4,94,11.07,245.9,No,False
92,1,No,31,116,29.29,172.3,91,22.63,266.2,5,3.19,11.8,90,10.27,228.2,Yes,False
119,3,No,29,66,20.03,117.8,114,21.83,256.8,3,2.05,7.6,76,6.64,147.6,Yes,False
105,1,Yes,29,82,37.52,220.7,110,18.5,217.7,6,3.56,13.2,100,8.57,190.5,Yes,True
90,3,No,0,80,6.43,37.8,105,13.2,155.3,5,3.83,14.2,111,7.88,175.0,No,False
10,1,No,0,127,37.77,222.2,125,13.01,153.1,4,3.48,12.9,80,10.23,227.4,No,False
113,0,No,0,116,13.82,81.3,124,18.75,220.6,3,2.4,8.9,113,10.61,235.7,No,False
69,0,No,27,78,45.7,268.8,89,20.96,246.6,3,4.43,16.4,102,12.24,271.9,Yes,False
73,0,No,31,104,33.05,194.4,84,14.96,176.0,3,3.11,11.5,110,10.35,230.1,Yes,False
99,0,No,0,70,28.76,169.2,77,23.08,271.5,2,2.86,10.6,104,7.66,170.2,No,False
109,1,No,0,69,45.0,264.7,120,25.93,305.0,9,2.57,9.5,86,8.88,197.4,No,True
65,1,No,0,51,18.87,111.0,84,18.68,219.8,14,1.19,4.4,89,9.09,202.0,No,False
65,1,No,0,112,23.14,136.1,96,23.2,272.9,2,1.19,4.4,104,9.91,220.2,No,False
127,4,Yes,0,60,24.34,143.2,159,15.26,179.5,4,1.67,6.2,122,7.73,171.8,No,True
111,2,No,0,103,18.77,110.4,102,11.67,137.3,6,2.08,7.7,105,8.53,189.6,No,False
133,3,No,0,71,24.45,143.8,131,15.64,184.0,4,3.48,12.9,132,12.4,275.5,No,False
62,2,No,0,84,14.67,86.3,99,20.29,238.7,1,3.38,12.5,79,10.73,238.4,No,False
46,2,No,0,67,43.76,257.4,91,22.19,261.1,5,3.62,13.4,107,9.2,204.4,No,True
90,2,No,0,121,35.22,207.2,104,24.86,292.5,1,2.16,8.0,103,10.18,226.3,No,False
72,1,No,0,103,29.84,175.5,120,11.25,132.3,3,3.19,11.8,96,10.93,242.9,No,False
141,3,No,0,131,44.23,260.2,120,15.23,179.2,8,1.94,7.2,119,6.08,135.0,No,False
52,3,No,0,108,32.62,191.9,96,22.93,269.8,5,2.11,7.8,87,10.66,236.8,No,False
105,3,No,0,113,36.04,212.0,128,19.26,226.6,7,2.4,8.9,114,8.71,193.6,No,False
127,1,Yes,28,117,16.3,95.9,131,13.56,159.5,3,2.81,10.4,132,6.88,152.8,Yes,False
98,1,No,19,87,18.79,110.5,97,19.36,227.8,4,2.97,11.0,84,10.96,243.6,Yes,False
93,1,No,0,78,16.73,98.4,129,21.22,249.6,4,3.83,14.2,114,11.17,248.2,No,False
90,1,Yes,0,97,37.71,221.8,134,17.32,203.8,4,2.27,8.4,154,9.71,215.8,No,False
78,0,No,0,95,37.4,220.0,121,15.29,179.9,5,3.11,11.5,109,8.47,188.2,No,False
81,1,No,0,141,44.44,261.4,102,18.33,215.7,6,2.16,8.0,96,12.23,271.8,No,True
43,3,No,0,117,4.59,27.0,97,13.68,160.9,3,2.89,10.7,96,12.58,279.5,No,False
115,3,No,0,109,25.14,147.9,117,19.41,228.4,9,2.59,9.6,90,13.49,299.7,No,False
86,0,No,23,107,38.34,225.5,105,20.94,246.3,2,2.65,9.8,81,11.06,245.7,Yes,False
145,0,No,0,78,6.72,39.5,106,22.47,264.3,6,2.7,10.0,90,8.36,185.8,No,False
28,3,No,0,102,40.26,236.8,87,14.2,167.1,3,2.62,9.7,115,12.61,280.2,No,False
67,0,No,34,114,27.49,161.7,115,17.65,207.6,4,2.48,9.2,114,9.26,205.7,Yes,False
146,1,No,0,69,18.53,109.0,98,22.59,265.8,2,3.4,12.6,80,10.27,228.3,No,False
53,1,No,0,106,27.9,164.1,56,17.51,206.0,2,3.08,11.4,124,8.76,194.7,No,False
94,4,Yes,0,109,41.34,243.2,88,12.5,147.0,4,1.94,7.2,99,4.27,94.9,No,False
72,4,No,0,93,37.03,217.8,113,16.12,189.7,5,2.81,10.4,91,8.22,182.6,No,False
92,2,No,0,85,29.97,176.3,125,7.94,93.4,1,2.59,9.6,107,9.32,207.2,No,False
109,6,No,29,90,18.9,111.2,98,22.4,263.5,6,2.43,9.0,128,10.11,224.7,Yes,True
120,1,No,43,117,30.24,177.9,70,14.88,175.1,4,3.11,11.5,117,7.26,161.3,Yes,False
113,5,Yes,0,112,20.77,122.2,94,11.19,131.7,9,2.78,10.3,106,7.63,169.5,No,True
66,3,No,33,104,15.1,88.8,94,9.32,109.6,9,1.92,7.1,107,7.77,172.7,Yes,False
149,1,No,20,77,33.81,198.9,88,23.29,274.0,9,3.86,14.3,76,8.58,190.7,Yes,False
113,2,No,0,143,27.17,159.8,93,17.86,210.1,7,3.54,13.1,86,7.88,175.1,No,False
130,5,Yes,0,106,36.75,216.2,86,30.91,363.7,2,4.56,16.9,123,5.7,126.7,No,True
116,1,No,35,104,34.07,200.4,89,23.19,272.8,4,2.24,8.3,100,9.65,214.5,Yes,False
65,4,No,0,139,41.77,245.7,113,20.56,241.9,5,1.13,4.2,117,12.84,285.3,No,True
129,3,No,0,91,35.19,207.0,121,13.17,154.9,5,3.62,13.4,112,11.03,245.1,No,False
138,3,Yes,28,117,35.9,211.2,98,26.56,312.5,2,2.89,10.7,118,8.01,178.0,Yes,True
145,2,No,31,94,36.72,216.0,123,19.13,225.1,1,2.89,10.7,109,10.56,234.7,Yes,False
90,2,No,0,118,17.34,102.0,134,9.63,113.3,3,3.08,11.4,105,8.49,188.6,No,False
157,1,No,0,105,25.96,152.7,80,21.89,257.5,4,2.54,9.4,93,8.91,198.1,No,False
103,0,No,31,124,18.31,107.7,104,16.06,188.9,3,2.4,8.9,98,8.83,196.2,Yes,False
125,1,No,0,65,39.66,233.3,93,17.83,209.8,4,2.46,9.1,109,9.48,210.6,No,False
53,2,No,0,116,24.67,145.1,82,19.86,233.7,5,2.13,7.9,95,9.39,208.7,No,False
116,2,No,0,54,18.85,110.9,82,18.14,213.4,2,2.13,7.9,116,8.38,186.2,No,False
146,3,No,0,86,33.3,195.9,82,19.43,228.6,4,3.29,12.2,94,13.66,303.5,No,False
72,2,No,0,117,23.78,139.9,96,19.01,223.6,4,3.43,12.7,93,10.84,240.8,No,False
126,5,No,0,94,9.89,58.2,118,11.79,138.7,1,3.21,11.9,91,6.16,136.8,No,True
16,0,No,0,69,34.95,205.6,93,14.41,169.5,3,2.94,10.9,64,9.9,220.1,No,False
141,1,No,32,92,54.81,322.4,107,24.07,283.2,3,1.81,6.7,111,9.43,209.5,Yes,True
50,1,No,0,108,22.39,131.7,103,18.4,216.5,5,2.97,11.0,126,8.82,196.1,No,False
91,2,No,0,121,25.02,147.2,87,14.89,175.2,3,3.59,13.3,80,6.13,136.3,No,False
113,2,No,0,47,40.75,239.7,110,24.05,282.9,3,2.35,8.7,88,10.73,238.4,No,True
101,5,No,0,118,15.25,89.7,79,22.11,260.1,11,3.65,13.5,93,7.65,170.1,No,True
96,1,No,0,92,30.7,180.6,114,16.23,190.9,4,2.78,10.3,125,13.3,295.6,No,True
80,0,No,0,121,17.19,101.1,110,22.37,263.2,5,1.97,7.3,74,6.2,137.7,No,False
159,0,No,0,98,19.52,114.8,101,16.37,192.6,5,3.29,12.2,108,11.66,259.0,No,False
121,2,No,0,100,14.64,86.1,113,22.08,259.8,9,2.46,9.1,79,6.66,148.0,No,False
105,2,No,0,116,21.32,125.4,95,22.23,261.5,9,3.08,11.4,104,10.87,241.6,No,False
121,3,No,30,129,33.73,198.4,77,6.4,75.3,3,1.57,5.8,77,8.15,181.2,Yes,True
109,3,No,0,102,26.03,153.1,77,19.9,234.1,9,2.67,9.9,74,14.81,329.2,No,False
118,2,No,0,122,43.04,253.2,78,17.09,201.0,7,2.62,9.7,108,8.79,195.3,No,False
87,0,No,28,106,24.4,143.5,147,19.0,223.5,5,3.02,11.2,69,7.89,175.4,Yes,False
46,1,No,34,102,32.54,191.4,96,30.75,361.8,2,1.94,7.2,132,6.64,147.5,Yes,False
101,4,No,28,96,37.45,220.3,72,24.29,285.8,6,2.54,9.4,111,9.14,203.0,Yes,False
105,2,No,0,109,23.9,140.6,51,15.18,178.6,3,1.84,6.8,83,9.76,217.0,No,False
126,1,No,0,88,20.81,122.4,111,12.22,143.8,3,3.11,11.5,106,7.07,157.0,No,False
134,2,No,0,115,28.03,164.9,96,10.75,126.5,9,2.7,10.0,125,10.73,238.5,No,False
136,2,Yes,29,98,14.48,85.2,85,19.58,230.4,3,2.43,9.0,104,10.96,243.6,Yes,False
44,0,No,34,105,37.71,221.8,85,13.74,161.7,7,3.78,14.0,62,10.25,227.7,Yes,False
76,2,No,0,121,38.15,224.4,97,12.57,147.9,2,1.81,6.7,74,8.27,183.8,No,False
98,2,No,38,61,36.33,213.7,104,21.51,253.0,5,2.89,10.7,73,9.35,207.7,Yes,False
133,2,No,44,80,29.58,174.0,113,17.8,209.4,7,3.81,14.1,87,10.08,224.1,Yes,True
40,3,Yes,0,55,29.02,170.7,108,15.22,179.1,9,2.21,8.2,89,12.69,281.9,No,False
81,1,No,0,67,29.84,175.5,85,21.19,249.3,3,2.75,10.2,98,12.16,270.2,No,False
113,2,No,23,101,34.85,205.0,60,12.92,152.0,5,2.75,10.2,59,7.14,158.6,Yes,False
96,1,No,23,88,31.13,183.1,89,12.53,147.4,7,3.05,11.3,108,15.76,350.2,Yes,False
135,0,No,0,130,26.25,154.4,90,17.32,203.8,3,3.19,11.8,59,7.14,158.7,No,False
112,2,No,0,100,28.49,167.6,90,13.13,154.5,3,4.67,17.3,107,12.66,281.4,No,False
92,1,No,28,90,25.69,151.1,79,16.56,194.8,3,2.7,10.0,114,10.76,239.2,Yes,False
64,2,No,0,98,29.67,174.5,103,15.32,180.2,2,2.89,10.7,89,8.06,179.0,No,False
146,1,No,19,88,30.02,176.6,66,13.83,162.7,6,3.94,14.6,98,9.7,215.5,Yes,False
103,1,No,0,91,27.34,160.8,82,13.24,155.8,3,2.3,8.5,103,11.44,254.3,No,False
55,1,Yes,0,121,45.83,269.6,91,14.59,171.7,6,2.21,8.2,98,9.86,219.0,No,False
71,4,No,0,132,43.93,258.4,119,10.78,126.8,8,2.62,9.7,87,8.21,182.4,No,False
86,3,No,0,104,23.19,136.4,110,17.21,202.5,1,3.11,11.5,86,10.38,230.7,No,False
76,0,No,0,61,34.61,203.6,127,13.74,161.7,3,2.27,8.4,97,7.92,175.9,No,False
89,1,No,0,128,30.55,179.7,92,25.48,299.8,3,2.05,7.6,120,8.34,185.3,No,False
102,2,No,0,106,20.93,123.1,102,15.47,182.0,7,3.4,12.6,75,11.01,244.6,No,False
136,1,No,35,86,34.94,205.5,119,25.37,298.5,4,1.86,6.9,104,9.64,214.2,Yes,False
185,2,Yes,30,114,26.2,154.1,106,10.09,118.7,3,3.48,12.9,105,11.63,258.4,Yes,False
97,1,No,0,107,25.77,151.6,96,13.21,155.4,4,3.97,14.7,112,10.8,240.0,No,False
163,1,No,0,129,20.81,122.4,108,9.64,113.4,7,3.38,12.5,97,8.11,180.2,No,False
94,0,No,0,135,30.82,181.3,108,15.5,182.4,2,1.81,6.7,103,8.13,180.6,No,False
52,1,No,0,67,36.7,215.9,108,18.45,217.0,2,1.4,5.2,130,15.43,342.8,No,False
53,9,No,0,117,38.86,228.6,123,11.29,132.8,2,2.73,10.1,124,10.22,227.2,No,True
68,1,Yes,0,126,25.25,148.5,125,18.65,219.4,7,3.92,14.5,121,8.93,198.5,No,True
15,2,No,0,101,22.98,135.2,79,12.96,152.5,5,2.27,8.4,83,10.12,224.8,No,False
43,1,No,0,134,14.31,84.2,103,6.87,80.8,2,2.92,10.8,79,8.82,196.1,No,False
119,2,No,35,92,36.91,217.1,134,18.77,220.8,5,2.16,8.0,93,11.23,249.5,Yes,False
130,1,No,26,108,43.72,257.2,122,19.07,224.3,4,3.4,12.6,118,9.18,204.0,Yes,False
124,3,Yes,0,71,26.83,157.8,114,17.27,203.2,2,2.7,10.0,82,7.59,168.7,No,True
81,0,No,31,100,35.77,210.4,97,19.17,225.5,4,2.62,9.7,120,7.59,168.7,Yes,False
125,2,No,0,115,32.57,191.6,108,17.48,205.6,3,2.48,9.2,123,9.46,210.2,No,False
171,1,No,0,135,39.3,231.2,74,16.04,188.7,1,3.32,12.3,124,9.31,206.9,No,False
112,4,No,0,96,32.86,193.3,123,22.45,264.1,3,2.46,9.1,115,5.79,128.6,No,False
125,2,No,0,89,36.09,212.3,127,18.31,215.4,2,3.05,11.3,73,8.41,186.8,No,False
88,2,No,0,111,32.27,189.8,101,16.77,197.3,3,4.02,14.9,111,10.55,234.5,No,False
111,0,No,0,117,30.91,181.8,91,13.44,158.1,9,2.62,9.7,123,11.98,266.2,No,False
97,0,Yes,0,117,24.43,143.7,82,23.21,273.0,3,2.94,10.9,81,8.02,178.3,No,False
67,2,No,30,117,31.65,186.2,76,24.37,286.7,3,3.48,12.9,113,7.39,164.3,Yes,False
98,4,No,0,117,27.37,161.0,113,16.23,190.9,4,3.27,12.1,113,10.25,227.7,No,False
151,0,Yes,0,57,37.06,218.0,88,9.72,114.4,1,3.35,12.4,95,12.11,269.2,No,True
155,3,No,0,111,30.84,181.4,92,14.25,167.7,3,3.05,11.3,122,7.58,168.5,No,False
56,1,No,0,95,43.04,253.2,116,15.98,188.0,4,1.19,4.4,133,6.39,142.0,No,False
100,0,No,30,104,10.0,58.8,107,18.66,219.5,3,1.92,7.1,118,6.85,152.3,Yes,False
110,3,No,0,90,17.02,100.1,93,19.83,233.3,8,3.0,11.1,57,9.2,204.4,No,False
73,6,No,31,105,13.99,82.3,91,21.77,256.1,2,3.19,11.8,98,10.33,229.6,Yes,True
92,0,No,25,112,22.78,134.0,111,17.51,206.0,4,2.62,9.7,118,8.13,180.6,Yes,False
121,2,No,28,94,18.7,110.0,76,12.03,141.5,3,1.73,6.4,87,10.68,237.3,Yes,False
130,3,No,0,63,34.66,203.9,93,16.3,191.8,4,3.27,12.1,125,5.96,132.5,No,False
112,2,No,0,76,36.91,217.1,100,17.44,205.2,3,2.54,9.4,91,8.36,185.7,No,False
117,3,No,31,115,17.83,104.9,125,20.2,237.6,6,2.08,7.7,104,11.85,263.4,Yes,False
130,2,No,0,119,35.9,211.2,120,19.64,231.1,9,1.7,6.3,80,9.94,220.9,No,False
59,1,No,29,114,22.63,133.1,82,18.8,221.2,3,1.84,6.8,103,5.92,131.6,Yes,False
138,2,No,0,87,28.99,170.5,116,10.05,118.2,7,3.02,11.2,111,8.46,187.9,No,False
101,4,No,0,89,43.04,253.2,114,20.22,237.9,7,2.62,9.7,85,6.94,154.3,No,False
93,1,No,31,85,40.32,237.2,100,18.11,213.1,4,2.89,10.7,87,8.67,192.7,Yes,False
122,2,No,0,88,30.6,180.0,77,12.33,145.0,6,3.11,11.5,120,10.52,233.7,No,False
67,2,No,0,131,25.93,152.5,107,21.45,252.4,3,1.32,4.9,104,8.34,185.4,No,False
147,3,Yes,24,118,37.38,219.9,116,17.72,208.5,4,2.19,8.1,111,15.86,352.5,Yes,False
143,3,No,0,120,27.27,160.4,104,24.3,285.9,4,1.86,6.9,85,8.21,182.5,No,False
115,1,No,0,113,35.05,206.2,102,14.99,176.4,7,2.97,11.0,119,13.37,297.1,No,False
83,2,No,0,96,22.92,134.8,78,14.21,167.2,5,2.08,7.7,123,7.27,161.5,No,False
116,5,No,17,112,32.88,193.4,131,20.45,240.6,3,3.08,11.4,98,11.16,248.1,Yes,False
147,3,No,33,107,42.76,251.5,110,19.9,234.1,6,2.81,10.4,87,9.6,213.4,Yes,False
145,0,No,0,137,41.09,241.7,100,11.54,135.8,3,3.54,13.1,123,12.49,277.6,No,False
87,1,No,0,108,24.87,146.3,102,14.6,171.8,9,1.43,5.3,66,7.54,167.5,No,False
115,2,No,0,98,31.3,184.1,73,27.8,327.0,6,2.03,7.5,106,9.56,212.5,No,False
111,1,No,24,114,34.94,205.5,99,18.64,219.3,4,3.78,14.0,95,9.72,215.9,Yes,False
44,0,No,0,117,34.78,204.6,94,17.44,205.2,5,2.89,10.7,84,7.41,164.6,No,False
185,2,No,0,97,9.45,55.6,83,24.54,288.7,3,3.27,12.1,110,5.0,111.2,No,False
152,2,No,0,122,17.2,101.2,87,12.04,141.6,3,2.03,7.5,124,8.93,198.5,No,False
196,2,No,0,109,39.78,234.0,114,21.21,249.5,5,2.46,9.1,70,7.79,173.1,No,False
66,4,No,0,133,26.18,154.0,121,16.91,198.9,3,2.57,9.5,100,6.84,151.9,No,True
78,1,No,0,122,32.59,191.7,88,20.52,241.4,5,2.46,9.1,86,9.16,203.5,No,False
80,2,No,0,74,35.68,209.9,77,16.58,195.1,4,2.38,8.8,119,9.37,208.2,No,False
70,2,No,0,108,26.59,156.4,116,14.54,171.0,4,2.32,8.6,96,8.82,196.1,No,False
100,3,No,0,96,34.53,203.1,126,18.45,217.0,2,3.65,13.5,122,8.14,180.9,No,False
86,3,No,0,98,33.01,194.2,95,16.47,193.8,7,2.51,9.3,123,8.64,192.0,No,False
44,1,No,0,146,40.85,240.3,83,13.99,164.6,2,2.86,10.6,106,10.83,240.7,No,False
120,3,No,0,108,34.56,203.3,66,22.09,259.9,2,2.11,7.8,103,5.22,115.9,No,False
143,2,No,0,97,29.29,172.3,108,14.79,174.0,4,3.51,13.0,119,8.47,188.2,No,False
107,2,Yes,0,83,33.05,194.4,84,21.06,247.8,7,3.02,11.2,93,11.04,245.4,No,False
135,5,No,0,66,44.85,263.8,116,21.36,251.3,2,2.27,8.4,112,9.0,200.1,No,True
115,1,No,0,67,21.71,127.7,90,15.55,182.9,7,2.86,10.6,92,7.78,172.9,No,False
110,1,No,38,102,40.17,236.3,112,16.65,195.9,6,2.62,9.7,82,8.26,183.5,Yes,False
122,2,No,0,101,39.8,234.1,121,17.02,200.2,9,3.54,13.1,89,10.68,237.4,No,False
75,1,No,0,114,19.94,117.3,61,17.09,201.1,3,3.29,12.2,82,4.86,107.9,No,False
100,1,No,25,94,41.92,246.6,112,12.02,141.4,5,3.51,13.0,109,8.54,189.8,Yes,False
62,4,No,0,70,20.52,120.7,76,26.11,307.2,6,3.54,13.1,99,9.14,203.0,No,False
78,3,No,0,109,23.36,137.4,49,20.2,237.6,11,3.78,14.0,136,9.3,206.7,No,False
119,3,No,0,97,16.8,98.8,68,12.49,146.9,4,2.7,10.0,105,8.58,190.7,No,False
74,0,No,0,102,27.66,162.7,105,24.82,292.0,6,2.35,8.7,80,8.25,183.3,No,False
104,1,No,0,123,38.4,225.9,106,13.84,162.8,4,2.73,10.1,85,12.24,272.1,No,False
134,2,No,34,105,42.02,247.2,133,19.17,225.5,5,1.65,6.1,76,8.38,186.3,Yes,True
121,3,Yes,0,94,28.51,167.7,121,7.96,93.7,1,3.62,13.4,115,10.86,241.3,No,True
113,1,No,0,93,26.35,155.0,106,28.1,330.6,3,3.65,13.5,123,8.52,189.4,No,False
127,1,No,0,107,40.77,239.8,121,10.96,128.9,5,3.05,11.3,110,11.25,249.9,No,False
182,1,No,24,104,21.78,128.1,127,12.19,143.4,3,3.13,11.6,98,8.59,191.0,Yes,False
114,3,No,19,100,26.28,154.6,109,20.54,241.6,1,3.4,12.6,112,7.2,160.0,Yes,False
113,1,No,0,130,15.4,90.6,100,14.5,170.6,9,1.46,5.4,74,6.18,137.4,No,False
58,1,No,29,80,40.87,240.4,91,10.11,118.9,3,3.02,11.2,108,7.39,164.2,Yes,False
37,0,No,0,89,35.02,206.0,88,15.81,186.0,11,2.27,8.4,86,13.82,307.1,No,False
145,2,No,0,110,31.94,187.9,117,16.75,197.0,4,1.3,4.8,108,7.52,167.0,No,False
94,1,No,0,85,29.58,174.0,114,20.49,241.1,1,2.13,7.9,94,9.35,207.8,No,False
116,2,No,0,90,34.85,205.0,114,11.98,140.9,4,2.03,7.5,96,12.27,272.6,No,False
128,0,No,0,122,17.56,103.3,123,20.9,245.9,7,1.73,6.4,95,7.25,161.1,No,False
75,1,No,0,110,23.55,138.5,86,13.02,153.2,7,3.0,11.1,103,9.7,215.6,No,False
19,1,No,34,97,26.62,156.6,97,19.06,224.2,1,3.05,11.3,135,11.74,260.9,Yes,False
100,1,No,33,104,37.18,218.7,144,13.18,155.0,4,3.27,12.1,117,4.46,99.0,Yes,False
136,3,Yes,33,106,34.66,203.9,99,15.95,187.6,6,2.84,10.5,107,4.58,101.7,Yes,False
132,2,Yes,33,75,34.05,200.3,67,19.26,226.6,3,3.48,12.9,91,8.95,198.8,Yes,False
106,1,Yes,26,111,45.95,270.3,90,18.29,215.2,7,3.89,14.4,133,11.43,254.0,Yes,True
146,7,No,0,83,25.38,149.3,130,15.9,187.1,4,2.13,7.9,100,6.74,149.8,No,True
130,0,No,0,86,11.63,68.4,110,16.43,193.3,4,2.81,10.4,139,7.72,171.5,No,False
101,1,No,36,125,21.03,123.7,106,14.67,172.6,4,2.38,8.8,127,12.62,280.5,Yes,True
31,1,No,28,116,29.21,171.8,125,20.46,240.7,7,2.86,10.6,80,11.05,245.5,Yes,False
86,2,No,30,84,16.98,99.9,125,22.4,263.5,7,2.65,9.8,90,11.46,254.7,Yes,False
99,2,No,0,78,21.81,128.3,120,18.3,215.3,9,3.86,14.3,140,6.47,143.7,No,False
115,2,No,33,72,24.65,145.0,157,16.53,194.5,3,3.83,14.2,138,10.9,242.3,Yes,False
